"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Dealer_Positions_Long_All","Dealer_Positions_Short_All","Dealer_Positions_Spread_All","Asset_Mgr_Positions_Long_All","Asset_Mgr_Positions_Short_All","Asset_Mgr_Positions_Spread_All","Lev_Money_Positions_Long_All","Lev_Money_Positions_Short_All","Lev_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Change_in_Open_Interest_All","Change_in_Dealer_Long_All","Change_in_Dealer_Short_All","Change_in_Dealer_Spread_All","Change_in_Asset_Mgr_Long_All","Change_in_Asset_Mgr_Short_All","Change_in_Asset_Mgr_Spread_All","Change_in_Lev_Money_Long_All","Change_in_Lev_Money_Short_All","Change_in_Lev_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Dealer_Long_All","Pct_of_OI_Dealer_Short_All","Pct_of_OI_Dealer_Spread_All","Pct_of_OI_Asset_Mgr_Long_All","Pct_of_OI_Asset_Mgr_Short_All","Pct_of_OI_Asset_Mgr_Spread_All","Pct_of_OI_Lev_Money_Long_All","Pct_of_OI_Lev_Money_Short_All","Pct_of_OI_Lev_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Traders_Tot_All","Traders_Dealer_Long_All","Traders_Dealer_Short_All","Traders_Dealer_Spread_All","Traders_Asset_Mgr_Long_All","Traders_Asset_Mgr_Short_All","Traders_Asset_Mgr_Spread_All","Traders_Lev_Money_Long_All","Traders_Lev_Money_Short_All","Traders_Lev_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,239747,CME ,00,239 ,   39544,    5387,       0,       0,    1922,     225,      23,    1040,   31422,     451,     987,    2563,       0,    9810,   34684,   29734,    4860,     412,       0,       0,       0,     132,      -3,       3,    -948,    -492,     -18,       0,     759,       0,    -831,     249,    1243,     163,  100.0,   13.6,    0.0,    0.0,    4.9,    0.6,    0.1,    2.6,   79.5,    1.1,    2.5,    6.5,    0.0,   24.8,   87.7,   75.2,   12.3,     25,.,      0,      0,      6,.,.,.,      8,      4,.,.,      0,     18,     12,    16.9,    70.5,    20.7,    83.6,    16.9,    69.8,    20.7,    82.5,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,239747,CME ,00,239 ,   39132,    5387,       0,       0,    1790,     228,      20,    1988,   31914,     469,     987,    1804,       0,   10641,   34435,   28491,    4697,    7335,    1124,       0,       0,     457,      -1,       1,     577,    9170,      99,     687,    -886,       0,    2945,    8383,    4390,   -1048,  100.0,   13.8,    0.0,    0.0,    4.6,    0.6,    0.1,    5.1,   81.6,    1.2,    2.5,    4.6,    0.0,   27.2,   88.0,   72.8,   12.0,     25,.,      0,      0,      5,.,.,.,      8,.,.,      4,      0,     16,     13,    18.1,    71.6,    23.3,    83.1,    18.1,    70.9,    23.3,    81.9,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,239747,CME ,00,239 ,   31797,    4263,       0,       0,    1333,     229,      19,    1411,   22744,     370,     300,    2690,       0,    7696,   26052,   24101,    5745,    1065,    -870,       0,       0,     -67,     -15,       0,     311,    -850,      58,    -564,     340,       0,   -1132,    -467,    2197,    1532,  100.0,   13.4,    0.0,    0.0,    4.2,    0.7,    0.1,    4.4,   71.5,    1.2,    0.9,    8.5,    0.0,   24.2,   81.9,   75.8,   18.1,     22,.,      0,      0,      5,.,.,.,      8,      4,.,.,      0,     15,     12,    17.8,    61.0,    21.7,    77.3,    17.8,    60.4,    21.7,    76.1,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,239747,CME ,00,239 ,   30732,    5133,       0,       0,    1400,     244,      19,    1100,   23594,     312,     864,    2350,       0,    8828,   26519,   21904,    4213,    2456,    1244,       0,       0,      51,       5,      -5,   -3241,    3380,      -5,    -448,     298,       0,   -2404,    3673,    4860,   -1217,  100.0,   16.7,    0.0,    0.0,    4.6,    0.8,    0.1,    3.6,   76.8,    1.0,    2.8,    7.6,    0.0,   28.7,   86.3,   71.3,   13.7,     26,.,      0,      0,      5,.,.,.,      9,.,.,      4,      0,     16,     14,    20.3,    58.0,    24.7,    78.2,    20.3,    57.4,    24.7,    77.2,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,239747,CME ,00,239 ,   28276,    3889,       0,       0,    1349,     239,      24,    4341,   20214,     317,    1312,    2052,       0,   11232,   22846,   17044,    5430,    4184,     456,       0,       0,    -179,      12,     -46,    3073,    3557,      49,     -36,    -430,       0,    3317,    3142,     867,    1042,  100.0,   13.8,    0.0,    0.0,    4.8,    0.8,    0.1,   15.4,   71.5,    1.1,    4.6,    7.3,    0.0,   39.7,   80.8,   60.3,   19.2,     28,.,      0,      0,      5,.,.,.,      8,.,      4,      4,      0,     19,     13,    26.1,    54.8,    32.6,    75.6,    26.1,    54.3,    32.6,    74.5,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,239747,CME ,00,239 ,   24092,    3433,       0,       0,    1528,     227,      70,    1268,   16657,     268,    1348,    2482,       0,    7915,   19704,   16177,    4388,    1303,     620,       0,       0,      63,     227,      70,   -3855,    4653,     -25,     288,    2030,       0,   -2839,    6955,    4142,   -5652,  100.0,   14.2,    0.0,    0.0,    6.3,    0.9,    0.3,    5.3,   69.1,    1.1,    5.6,   10.3,    0.0,   32.9,   81.8,   67.1,   18.2,     26,.,      0,      0,      5,.,.,.,      9,      4,      4,.,      0,     19,     12,    18.3,    48.6,    25.0,    76.3,    18.3,    47.9,    25.0,    75.2,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"MICRO E-MINI RUSSELL 2000 INDX - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,239747,CME ,00,239 ,   22789,    2813,       0,       0,    1465,       0,       0,    5123,   12004,     293,    1060,     452,       0,   10754,   12749,   12035,   10040,    4623,     587,       0,       0,    -293,       0,       0,    4592,    4407,      23,     237,     222,       0,    5146,    4652,    -523,     -29,  100.0,   12.3,    0.0,    0.0,    6.4,    0.0,    0.0,   22.5,   52.7,    1.3,    4.7,    2.0,    0.0,   47.2,   55.9,   52.8,   44.1,     24,.,      0,      0,      5,      0,      0,.,      9,.,.,.,      0,     16,     11,    33.8,    34.3,    40.7,    52.9,    33.8,    33.8,    40.7,    51.6,"(RUSSEL 2000 INDEX X $0.5)","239747","CME ","239 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,240741,CME ,00,240 ,   14419,       0,    7871,    1425,    7186,     572,      11,    2173,     784,     592,     215,     514,       0,   11602,   11769,    2817,    2650,    3300,       0,     582,    1425,    -367,      -3,       1,    1346,     299,     480,       0,     160,       0,    2885,    2944,     415,     356,  100.0,    0.0,   54.6,    9.9,   49.8,    4.0,    0.1,   15.1,    5.4,    4.1,    1.5,    3.6,    0.0,   80.5,   81.6,   19.5,   18.4,     24,      0,      6,.,      7,.,.,      5,.,.,.,.,      0,     17,     13,    55.3,    58.1,    68.9,    72.0,    46.8,    48.3,    58.5,    61.1,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,240741,CME ,00,240 ,   11119,       0,    7289,       0,    7553,     575,      10,     827,     485,     112,     215,     354,       0,    8717,    8825,    2402,    2294,    -926,       0,     244,       0,      13,       8,       7,      -1,    -490,      96,   -1013,      33,       0,    -898,    -102,     -28,    -824,  100.0,    0.0,   65.6,    0.0,   67.9,    5.2,    0.1,    7.4,    4.4,    1.0,    1.9,    3.2,    0.0,   78.4,   79.4,   21.6,   20.6,     21,      0,      5,      0,      8,.,.,.,.,.,.,.,      0,     13,     11,    59.1,    62.8,    71.6,    75.1,    59.1,    62.8,    71.6,    74.2,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,240741,CME ,00,240 ,   12045,       0,    7045,       0,    7540,     567,       3,     828,     975,      16,    1228,     321,       0,    9615,    8927,    2430,    3118,     674,       0,     889,       0,      28,     338,       0,     396,    -828,    -205,     305,    -401,       0,     524,    -207,     150,     881,  100.0,    0.0,   58.5,    0.0,   62.6,    4.7,    0.0,    6.9,    8.1,    0.1,   10.2,    2.7,    0.0,   79.8,   74.1,   20.2,   25.9,     22,      0,      4,      0,      8,.,.,.,.,.,.,.,      0,     15,     10,    58.3,    60.9,    69.6,    72.3,    58.3,    60.9,    69.6,    72.2,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,240741,CME ,00,240 ,   11371,       0,    6156,       0,    7512,     229,       3,     432,    1803,     221,     923,     722,       0,    9091,    9134,    2280,    2237,     -32,       0,     302,       0,     340,      -2,       0,    -198,    -204,     -54,       0,    -175,       0,      88,    -133,    -120,     101,  100.0,    0.0,   54.1,    0.0,   66.1,    2.0,    0.0,    3.8,   15.9,    1.9,    8.1,    6.3,    0.0,   79.9,   80.3,   20.1,   19.7,     20,      0,      4,      0,      8,.,.,.,.,.,.,.,      0,     11,     11,    61.4,    63.6,    73.7,    76.3,    61.4,    63.6,    72.8,    76.3,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,240741,CME ,00,240 ,   11403,       0,    5854,       0,    7172,     231,       3,     630,    2007,     275,     923,     897,       0,    9003,    9267,    2400,    2136,    -269,       0,     380,       0,       2,       1,      -1,      97,    -375,    -456,       0,     386,       0,    -358,     -65,      89,    -204,  100.0,    0.0,   51.3,    0.0,   62.9,    2.0,    0.0,    5.5,   17.6,    2.4,    8.1,    7.9,    0.0,   79.0,   81.3,   21.0,   18.7,     21,      0,      4,      0,      8,.,.,.,.,.,.,.,      0,     12,     11,    58.8,    60.8,    71.4,    77.2,    58.8,    60.8,    70.1,    76.8,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,240741,CME ,00,240 ,   11672,       0,    5474,       0,    7170,     230,       4,     533,    2382,     731,     923,     511,       0,    9361,    9332,    2311,    2340,    -333,       0,     180,       0,      35,       2,      -1,    -443,    -889,      82,     156,     -51,       0,    -171,    -677,    -162,     344,  100.0,    0.0,   46.9,    0.0,   61.4,    2.0,    0.0,    4.6,   20.4,    6.3,    7.9,    4.4,    0.0,   80.2,   80.0,   19.8,   20.0,     21,      0,      4,      0,      8,.,.,.,.,.,.,.,      0,     12,     11,    59.8,    58.9,    72.8,    75.9,    57.4,    57.3,    68.5,    71.7,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,240741,CME ,00,240 ,   12005,       0,    5294,       0,    7135,     228,       5,     976,    3271,     649,     767,     562,       0,    9532,   10009,    2473,    1996,    1116,       0,     625,       0,      36,      -2,     -33,     169,     562,     649,     127,    -425,       0,     948,    1376,     168,    -260,  100.0,    0.0,   44.1,    0.0,   59.4,    1.9,    0.0,    8.1,   27.2,    5.4,    6.4,    4.7,    0.0,   79.4,   83.4,   20.6,   16.6,     24,      0,      4,      0,      8,.,.,      4,      4,.,.,.,      0,     13,     13,    57.1,    61.7,    69.7,    76.1,    54.2,    61.7,    65.4,    72.6,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,240741,CME ,00,240 ,   10889,       0,    4669,       0,    7099,     230,      38,     807,    2709,       0,     640,     987,       0,    8584,    8633,    2305,    2256,     509,       0,     216,       0,     297,      -2,      33,     -44,    -129,       0,      35,      62,       0,     321,     180,     188,     329,  100.0,    0.0,   42.9,    0.0,   65.2,    2.1,    0.3,    7.4,   24.9,    0.0,    5.9,    9.1,    0.0,   78.8,   79.3,   21.2,   20.7,     23,      0,      4,      0,      9,.,.,.,.,      0,.,.,      0,     13,     12,    56.2,    59.3,    68.2,    74.8,    56.2,    59.3,    68.1,    74.8,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,240741,CME ,00,240 ,   10380,       0,    4453,       0,    6802,     232,       5,     851,    2838,       0,     605,     925,       0,    8263,    8453,    2117,    1927,     282,       0,     297,       0,    -315,       8,       1,     551,    -141,       0,     165,      13,       0,     402,     178,    -120,     104,  100.0,    0.0,   42.9,    0.0,   65.5,    2.2,    0.0,    8.2,   27.3,    0.0,    5.8,    8.9,    0.0,   79.6,   81.4,   20.4,   18.6,     21,      0,.,      0,      8,.,.,.,.,      0,.,.,      0,     12,     10,    58.6,    65.9,    71.3,    79.3,    58.6,    65.9,    71.3,    79.3,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,240741,CME ,00,240 ,   10098,       0,    4156,       0,    7117,     224,       4,     300,    2979,       0,     440,     912,       0,    7861,    8275,    2237,    1823,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,  100.0,    0.0,   41.2,    0.0,   70.5,    2.2,    0.0,    3.0,   29.5,    0.0,    4.4,    9.0,    0.0,   77.8,   81.9,   22.2,   18.1,     20,      0,.,      0,      8,.,.,.,      4,      0,.,.,      0,     10,     11,    59.6,    61.2,    73.3,    77.4,    59.6,    61.2,    73.3,    77.4,"(NIKKEI INDEX X $5.00)","240741","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250318,2025-03-18,240743,CME ,00,240 ,   30052,   14033,    1367,     576,    7057,    2099,     919,    1612,    4841,       0,     274,     893,       0,   24471,   10695,    5581,   19357,  -12057,   -1396,   -2581,   -3628,    -445,    -202,    -421,   -1683,   -3526,   -1339,   -2545,     600,    -132,  -11589,  -11229,    -468,    -828,  100.0,   46.7,    4.5,    1.9,   23.5,    7.0,    3.1,    5.4,   16.1,    0.0,    0.9,    3.0,    0.0,   81.4,   35.6,   18.6,   64.4,     42,     11,.,.,     10,      4,.,.,      9,      0,.,.,      0,     27,     19,    45.5,    14.7,    60.3,    22.9,    41.7,    13.8,    56.4,    21.4,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250311,2025-03-11,240743,CME ,00,240 ,   42109,   15429,    3948,    4204,    7502,    2301,    1340,    3295,    8367,    1339,    2819,     293,     132,   36060,   21924,    6049,   20185,    4138,     104,    -222,    3855,     -71,    -615,     433,    -822,    1330,     985,     444,       0,     132,    5060,    5898,    -922,   -1760,  100.0,   36.6,    9.4,   10.0,   17.8,    5.5,    3.2,    7.8,   19.9,    3.2,    6.7,    0.7,    0.3,   85.6,   52.1,   14.4,   47.9,     59,     13,      5,      7,     10,      4,.,      8,     14,      4,.,.,.,     40,     33,    35.4,    19.8,    48.3,    32.0,    27.5,    15.2,    40.3,    22.4,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250304,2025-03-04,240743,CME ,00,240 ,   37971,   15325,    4170,     349,    7573,    2916,     907,    4117,    7037,     354,    2375,     293,       0,   31000,   16026,    6971,   21945,    -182,     626,    -127,     167,     -14,    1154,     -81,   -1555,     183,     354,      24,       0,       0,    -479,    1650,     297,   -1832,  100.0,   40.4,   11.0,    0.9,   19.9,    7.7,    2.4,   10.8,   18.5,    0.9,    6.3,    0.8,    0.0,   81.6,   42.2,   18.4,   57.8,     57,     14,      4,.,     10,      4,.,     11,     11,.,.,.,      0,     40,     24,    32.5,    17.8,    46.2,    28.3,    30.1,    17.1,    43.8,    26.8,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250225,2025-02-25,240743,CME ,00,240 ,   38153,   14699,    4297,     182,    7587,    1762,     988,    5672,    6854,       0,    2351,     293,       0,   31479,   14376,    6674,   23777,     107,    3652,      41,       1,    -585,     440,    -193,   -1722,    1449,     -17,    -890,       0,       0,     246,    1721,    -139,   -1614,  100.0,   38.5,   11.3,    0.5,   19.9,    4.6,    2.6,   14.9,   18.0,    0.0,    6.2,    0.8,    0.0,   82.5,   37.7,   17.5,   62.3,     51,     13,      4,.,     10,.,.,      7,     11,      0,.,.,      0,     35,     20,    33.5,    15.5,    48.8,    24.7,    31.1,    15.1,    46.4,    24.0,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250218,2025-02-18,240743,CME ,00,240 ,   38046,   11047,    4256,     181,    8172,    1322,    1181,    7394,    5405,      17,    3241,     293,       0,   31233,   12655,    6813,   25391,     800,    -362,     594,      12,     310,    -336,     307,    1372,     197,     -76,      38,       0,       0,    1601,     698,    -801,     102,  100.0,   29.0,   11.2,    0.5,   21.5,    3.5,    3.1,   19.4,   14.2,    0.0,    8.5,    0.8,    0.0,   82.1,   33.3,   17.9,   66.7,     54,     10,      4,.,     12,.,.,     12,     10,.,.,.,      0,     39,     22,    33.3,    15.1,    44.0,    24.6,    30.9,    14.6,    41.6,    23.2,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250211,2025-02-11,240743,CME ,00,240 ,   37246,   11409,    3662,     169,    7862,    1658,     874,    6022,    5208,      93,    3203,     293,       0,   29632,   11957,    7614,   25289,    -977,     295,    -302,      -3,    -856,     549,    -204,   -1122,   -1249,       3,     421,       0,       0,   -1466,   -1206,     489,     229,  100.0,   30.6,    9.8,    0.5,   21.1,    4.5,    2.3,   16.2,   14.0,    0.2,    8.6,    0.8,    0.0,   79.6,   32.1,   20.4,   67.9,     49,     11,      5,.,     10,.,.,      7,      9,.,.,.,      0,     34,     21,    32.3,    14.3,    44.9,    23.1,    29.9,    13.9,    42.5,    22.0,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250204,2025-02-04,240743,CME ,00,240 ,   38223,   11114,    3964,     172,    8718,    1109,    1078,    7144,    6457,      90,    2782,     293,       0,   31098,   13163,    7125,   25060,   -1045,    1164,    -682,      21,   -1501,    -158,      87,   -1227,    1218,      29,     116,       0,       0,   -1311,     515,     266,   -1560,  100.0,   29.1,   10.4,    0.4,   22.8,    2.9,    2.8,   18.7,   16.9,    0.2,    7.3,    0.8,    0.0,   81.4,   34.4,   18.6,   65.6,     53,     11,      4,.,     11,.,.,      9,     13,.,.,.,      0,     36,     23,    31.2,    13.8,    44.6,    23.0,    28.9,    13.4,    42.3,    22.0,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250128,2025-01-28,240743,CME ,00,240 ,   39268,    9950,    4646,     151,   10219,    1267,     991,    8371,    5239,      61,    2666,     293,       0,   32409,   12648,    6859,   26620,    2737,     469,    1042,     -70,     614,       0,     -21,    1573,     718,     -30,     415,       0,       0,    2950,    1639,    -213,    1098,  100.0,   25.3,   11.8,    0.4,   26.0,    3.2,    2.5,   21.3,   13.3,    0.2,    6.8,    0.7,    0.0,   82.5,   32.2,   17.5,   67.8,     48,     10,      4,.,     11,.,.,      9,      9,.,.,.,      0,     35,     19,    32.2,    14.2,    49.0,    24.1,    30.2,    14.2,    46.3,    23.3,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250121,2025-01-21,240743,CME ,00,240 ,   36531,    9481,    3604,     221,    9605,    1267,    1012,    6798,    4521,      91,    2251,     293,       0,   29459,   11009,    7072,   25522,   -1990,    -124,    -227,    -103,    -377,       0,     218,    -828,    -394,      87,     -94,       0,       0,   -1221,    -419,    -769,   -1571,  100.0,   26.0,    9.9,    0.6,   26.3,    3.5,    2.8,   18.6,   12.4,    0.2,    6.2,    0.8,    0.0,   80.6,   30.1,   19.4,   69.9,     45,      9,      4,.,     11,.,.,      8,      8,.,.,.,      0,     33,     18,    35.6,    14.8,    47.6,    23.0,    33.4,    14.2,    45.3,    21.5,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250114,2025-01-14,240743,CME ,00,240 ,   38521,    9605,    3831,     324,    9982,    1267,     794,    7626,    4915,       4,    2345,     293,       0,   30680,   11428,    7841,   27093,     182,    2585,     884,     116,   -1705,      79,      -2,   -1010,   -1423,     -13,    -231,       0,       0,    -260,    -359,     442,     541,  100.0,   24.9,    9.9,    0.8,   25.9,    3.3,    2.1,   19.8,   12.8,    0.0,    6.1,    0.8,    0.0,   79.6,   29.7,   20.4,   70.3,     46,      9,      4,.,     11,.,.,      8,      8,.,      4,.,      0,     34,     17,    35.7,    16.0,    50.6,    23.5,    33.7,    15.5,    48.5,    21.9,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
"NIKKEI STOCK AVERAGE YEN DENOM - CHICAGO MERCANTILE EXCHANGE",250107,2025-01-07,240743,CME ,00,240 ,   38339,    7020,    2947,     208,   11687,    1188,     796,    8636,    6338,      17,    2576,     293,       0,   30940,   11787,    7399,   26552,    1092,    -927,    -234,       0,    1659,    -368,     -34,    -875,    1951,      17,     606,       0,       0,     446,    1332,     646,    -240,  100.0,   18.3,    7.7,    0.5,   30.5,    3.1,    2.1,   22.5,   16.5,    0.0,    6.7,    0.8,    0.0,   80.7,   30.7,   19.3,   69.3,     48,      7,.,.,     11,.,.,     10,     11,.,      4,.,      0,     34,     20,    34.9,    13.7,    50.6,    22.6,    32.9,    13.5,    48.5,    21.7,"(NIKKEI INDEX X JPY 500)","240743","CME ","240 ","F20","FutOnly"
