"Market_and_Exchange_Names","As_of_Date_In_Form_YYMMDD","Report_Date_as_YYYY-MM-DD","CFTC_Contract_Market_Code","CFTC_Market_Code","CFTC_Region_Code","CFTC_Commodity_Code","Open_Interest_All","Prod_Merc_Positions_Long_All","Prod_Merc_Positions_Short_All","Swap_Positions_Long_All","Swap__Positions_Short_All","Swap__Positions_Spread_All","M_Money_Positions_Long_All","M_Money_Positions_Short_All","M_Money_Positions_Spread_All","Other_Rept_Positions_Long_All","Other_Rept_Positions_Short_All","Other_Rept_Positions_Spread_All","Tot_Rept_Positions_Long_All","Tot_Rept_Positions_Short_All","NonRept_Positions_Long_All","NonRept_Positions_Short_All","Open_Interest_Old","Prod_Merc_Positions_Long_Old","Prod_Merc_Positions_Short_Old","Swap_Positions_Long_Old","Swap__Positions_Short_Old","Swap__Positions_Spread_Old","M_Money_Positions_Long_Old","M_Money_Positions_Short_Old","M_Money_Positions_Spread_Old","Other_Rept_Positions_Long_Old","Other_Rept_Positions_Short_Old","Other_Rept_Positions_Spread_Old","Tot_Rept_Positions_Long_Old","Tot_Rept_Positions_Short_Old","NonRept_Positions_Long_Old","NonRept_Positions_Short_Old","Open_Interest_Other","Prod_Merc_Positions_Long_Other","Prod_Merc_Positions_Short_Other","Swap_Positions_Long_Other","Swap__Positions_Short_Other","Swap__Positions_Spread_Other","M_Money_Positions_Long_Other","M_Money_Positions_Short_Other","M_Money_Positions_Spread_Other","Other_Rept_Positions_Long_Other","Other_Rept_Positions_Short_Other","Other_Rept_Positions_Spread_Other","Tot_Rept_Positions_Long_Other","Tot_Rept_Positions_Short_Other","NonRept_Positions_Long_Other","NonRept_Positions_Short_Other","Change_in_Open_Interest_All","Change_in_Prod_Merc_Long_All","Change_in_Prod_Merc_Short_All","Change_in_Swap_Long_All","Change_in_Swap_Short_All","Change_in_Swap_Spread_All","Change_in_M_Money_Long_All","Change_in_M_Money_Short_All","Change_in_M_Money_Spread_All","Change_in_Other_Rept_Long_All","Change_in_Other_Rept_Short_All","Change_in_Other_Rept_Spread_All","Change_in_Tot_Rept_Long_All","Change_in_Tot_Rept_Short_All","Change_in_NonRept_Long_All","Change_in_NonRept_Short_All","Pct_of_Open_Interest_All","Pct_of_OI_Prod_Merc_Long_All","Pct_of_OI_Prod_Merc_Short_All","Pct_of_OI_Swap_Long_All","Pct_of_OI_Swap_Short_All","Pct_of_OI_Swap_Spread_All","Pct_of_OI_M_Money_Long_All","Pct_of_OI_M_Money_Short_All","Pct_of_OI_M_Money_Spread_All","Pct_of_OI_Other_Rept_Long_All","Pct_of_OI_Other_Rept_Short_All","Pct_of_OI_Other_Rept_Spread_All","Pct_of_OI_Tot_Rept_Long_All","Pct_of_OI_Tot_Rept_Short_All","Pct_of_OI_NonRept_Long_All","Pct_of_OI_NonRept_Short_All","Pct_of_Open_Interest_Old","Pct_of_OI_Prod_Merc_Long_Old","Pct_of_OI_Prod_Merc_Short_Old","Pct_of_OI_Swap_Long_Old","Pct_of_OI_Swap_Short_Old","Pct_of_OI_Swap_Spread_Old","Pct_of_OI_M_Money_Long_Old","Pct_of_OI_M_Money_Short_Old","Pct_of_OI_M_Money_Spread_Old","Pct_of_OI_Other_Rept_Long_Old","Pct_of_OI_Other_Rept_Short_Old","Pct_of_OI_Other_Rept_Spread_Old","Pct_of_OI_Tot_Rept_Long_Old","Pct_of_OI_Tot_Rept_Short_Old","Pct_of_OI_NonRept_Long_Old","Pct_of_OI_NonRept_Short_Old","Pct_of_Open_Interest_Other","Pct_of_OI_Prod_Merc_Long_Other","Pct_of_OI_Prod_Merc_Short_Other","Pct_of_OI_Swap_Long_Other","Pct_of_OI_Swap_Short_Other","Pct_of_OI_Swap_Spread_Other","Pct_of_OI_M_Money_Long_Other","Pct_of_OI_M_Money_Short_Other","Pct_of_OI_M_Money_Spread_Other","Pct_of_OI_Other_Rept_Long_Other","Pct_of_OI_Other_Rept_Short_Other","Pct_of_OI_Other_Rept_Spread_Other","Pct_of_OI_Tot_Rept_Long_Other","Pct_of_OI_Tot_Rept_Short_Other","Pct_of_OI_NonRept_Long_Other","Pct_of_OI_NonRept_Short_Other","Traders_Tot_All","Traders_Prod_Merc_Long_All","Traders_Prod_Merc_Short_All","Traders_Swap_Long_All","Traders_Swap_Short_All","Traders_Swap_Spread_All","Traders_M_Money_Long_All","Traders_M_Money_Short_All","Traders_M_Money_Spread_All","Traders_Other_Rept_Long_All","Traders_Other_Rept_Short_All","Traders_Other_Rept_Spread_All","Traders_Tot_Rept_Long_All","Traders_Tot_Rept_Short_All","Traders_Tot_Old","Traders_Prod_Merc_Long_Old","Traders_Prod_Merc_Short_Old","Traders_Swap_Long_Old","Traders_Swap_Short_Old","Traders_Swap_Spread_Old","Traders_M_Money_Long_Old","Traders_M_Money_Short_Old","Traders_M_Money_Spread_Old","Traders_Other_Rept_Long_Old","Traders_Other_Rept_Short_Old","Traders_Other_Rept_Spread_Old","Traders_Tot_Rept_Long_Old","Traders_Tot_Rept_Short_Old","Traders_Tot_Other","Traders_Prod_Merc_Long_Other","Traders_Prod_Merc_Short_Other","Traders_Swap_Long_Other","Traders_Swap_Short_Other","Traders_Swap_Spread_Other","Traders_M_Money_Long_Other","Traders_M_Money_Short_Other","Traders_M_Money_Spread_Other","Traders_Other_Rept_Long_Other","Traders_Other_Rept_Short_Other","Traders_Other_Rept_Spread_Other","Traders_Tot_Rept_Long_Other","Traders_Tot_Rept_Short_Other","Conc_Gross_LE_4_TDR_Long_All","Conc_Gross_LE_4_TDR_Short_All","Conc_Gross_LE_8_TDR_Long_All","Conc_Gross_LE_8_TDR_Short_All","Conc_Net_LE_4_TDR_Long_All","Conc_Net_LE_4_TDR_Short_All","Conc_Net_LE_8_TDR_Long_All","Conc_Net_LE_8_TDR_Short_All","Conc_Gross_LE_4_TDR_Long_Old","Conc_Gross_LE_4_TDR_Short_Old","Conc_Gross_LE_8_TDR_Long_Old","Conc_Gross_LE_8_TDR_Short_Old","Conc_Net_LE_4_TDR_Long_Old","Conc_Net_LE_4_TDR_Short_Old","Conc_Net_LE_8_TDR_Long_Old","Conc_Net_LE_8_TDR_Short_Old","Conc_Gross_LE_4_TDR_Long_Other","Conc_Gross_LE_4_TDR_Short_Other","Conc_Gross_LE_8_TDR_Long_Other","Conc_Gross_LE_8_TDR_Short_Other","Conc_Net_LE_4_TDR_Long_Other","Conc_Net_LE_4_TDR_Short_Other","Conc_Net_LE_8_TDR_Long_Other","Conc_Net_LE_8_TDR_Short_Other","Contract_Units","CFTC_Contract_Market_Code_Quotes","CFTC_Market_Code_Quotes","CFTC_Commodity_Code_Quotes","CFTC_SubGroup_Code","FutOnly_or_Combined"
"PJM.BGE_month_off_dap - NODAL EXCHANGE",250107,2025-01-07,064DPR,NODX,01,064 ,   33511,   22505,   30025,    1985,      60,     985,    1350,       0,       0,    3760,       0,     586,   31171,   31656,    2340,    1855,   33511,   22505,   30025,    1985,      60,     985,    1350,       0,       0,    3760,       0,     586,   31171,   31656,    2340,    1855,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1403,    -795,   -1165,    -165,      40,    -120,     -20,     -50,       0,    -165,       0,     -33,   -1298,   -1328,    -105,     -75,  100.0,   67.2,   89.6,    5.9,    0.2,    2.9,    4.0,    0.0,    0.0,   11.2,    0.0,    1.7,   93.0,   94.5,    7.0,    5.5,  100.0,   67.2,   89.6,    5.9,    0.2,    2.9,    4.0,    0.0,    0.0,   11.2,    0.0,    1.7,   93.0,   94.5,    7.0,    5.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,     24,     14,      5,      4,.,      5,.,      0,      0,.,      0,.,     23,     11,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    50.9,    89.9,    69.6,    93.7,    48.0,    86.4,    66.3,    86.4,    50.9,    89.9,    69.6,    93.7,    48.0,    86.4,    66.3,    86.4,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DPR","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250311,2025-03-11,064DZS,NODX,01,064 ,   17440,   12505,    5510,       0,    6725,    2405,      50,     935,     280,     570,       0,       0,   15810,   15855,    1630,    1585,   17440,   12505,    5510,       0,    6725,    2405,      50,     935,     280,     570,       0,       0,   15810,   15855,    1630,    1585,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     760,     360,       0,       0,       0,       0,       0,     560,       0,     200,       0,       0,     560,     560,     200,     200,  100.0,   71.7,   31.6,    0.0,   38.6,   13.8,    0.3,    5.4,    1.6,    3.3,    0.0,    0.0,   90.7,   90.9,    9.3,    9.1,  100.0,   71.7,   31.6,    0.0,   38.6,   13.8,    0.3,    5.4,    1.6,    3.3,    0.0,    0.0,   90.7,   90.9,    9.3,    9.1,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     11,      6,      0,      5,      4,.,.,.,.,      0,      0,     18,     13,     21,     11,      6,      0,      5,      4,.,.,.,.,      0,      0,     18,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.5,    65.9,    74.5,    85.4,    32.3,    38.9,    40.8,    44.5,    57.5,    65.9,    74.5,    85.4,    32.3,    38.9,    40.8,    44.5,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250304,2025-03-04,064DZS,NODX,01,064 ,   16680,   12145,    5510,       0,    6725,    2405,      50,     375,     280,     370,       0,       0,   15250,   15295,    1430,    1385,   16680,   12145,    5510,       0,    6725,    2405,      50,     375,     280,     370,       0,       0,   15250,   15295,    1430,    1385,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1225,    -780,    -425,       0,    -410,    -120,     -60,    -125,       0,    -120,       0,       0,   -1080,   -1080,    -145,    -145,  100.0,   72.8,   33.0,    0.0,   40.3,   14.4,    0.3,    2.2,    1.7,    2.2,    0.0,    0.0,   91.4,   91.7,    8.6,    8.3,  100.0,   72.8,   33.0,    0.0,   40.3,   14.4,    0.3,    2.2,    1.7,    2.2,    0.0,    0.0,   91.4,   91.7,    8.6,    8.3,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     11,      6,      0,      5,      4,.,.,.,.,      0,      0,     18,     13,     21,     11,      6,      0,      5,      4,.,.,.,.,      0,      0,     18,     13,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    59.2,    67.7,    75.7,    86.1,    31.6,    39.0,    39.3,    43.2,    59.2,    67.7,    75.7,    86.1,    31.6,    39.0,    39.3,    43.2,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250225,2025-02-25,064DZS,NODX,01,064 ,   17905,   12925,    5935,       0,    7135,    2525,     110,     500,     280,     490,       0,       0,   16330,   16375,    1575,    1530,   17905,   12925,    5935,       0,    7135,    2525,     110,     500,     280,     490,       0,       0,   16330,   16375,    1575,    1530,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   72.2,   33.1,    0.0,   39.8,   14.1,    0.6,    2.8,    1.6,    2.7,    0.0,    0.0,   91.2,   91.5,    8.8,    8.5,  100.0,   72.2,   33.1,    0.0,   39.8,   14.1,    0.6,    2.8,    1.6,    2.7,    0.0,    0.0,   91.2,   91.5,    8.8,    8.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.7,    67.8,    74.4,    86.0,    31.6,    38.9,    39.5,    44.0,    57.7,    67.8,    74.4,    86.0,    31.6,    38.9,    39.5,    44.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250218,2025-02-18,064DZS,NODX,01,064 ,   17905,   12925,    5935,       0,    7135,    2525,     110,     500,     280,     490,       0,       0,   16330,   16375,    1575,    1530,   17905,   12925,    5935,       0,    7135,    2525,     110,     500,     280,     490,       0,       0,   16330,   16375,    1575,    1530,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     225,     225,       0,       0,     225,       0,       0,       0,       0,       0,       0,       0,     225,     225,       0,       0,  100.0,   72.2,   33.1,    0.0,   39.8,   14.1,    0.6,    2.8,    1.6,    2.7,    0.0,    0.0,   91.2,   91.5,    8.8,    8.5,  100.0,   72.2,   33.1,    0.0,   39.8,   14.1,    0.6,    2.8,    1.6,    2.7,    0.0,    0.0,   91.2,   91.5,    8.8,    8.5,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.7,    67.8,    74.4,    86.0,    31.6,    38.9,    39.5,    44.0,    57.7,    67.8,    74.4,    86.0,    31.6,    38.9,    39.5,    44.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250211,2025-02-11,064DZS,NODX,01,064 ,   17680,   12700,    5935,       0,    6910,    2525,     110,     500,     280,     490,       0,       0,   16105,   16150,    1575,    1530,   17680,   12700,    5935,       0,    6910,    2525,     110,     500,     280,     490,       0,       0,   16105,   16150,    1575,    1530,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   71.8,   33.6,    0.0,   39.1,   14.3,    0.6,    2.8,    1.6,    2.8,    0.0,    0.0,   91.1,   91.3,    8.9,    8.7,  100.0,   71.8,   33.6,    0.0,   39.1,   14.3,    0.6,    2.8,    1.6,    2.8,    0.0,    0.0,   91.1,   91.3,    8.9,    8.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    58.5,    67.4,    74.1,    85.8,    30.7,    38.1,    38.7,    43.3,    58.5,    67.4,    74.1,    85.8,    30.7,    38.1,    38.7,    43.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250204,2025-02-04,064DZS,NODX,01,064 ,   17680,   12700,    5935,       0,    6910,    2525,     110,     500,     280,     490,       0,       0,   16105,   16150,    1575,    1530,   17680,   12700,    5935,       0,    6910,    2525,     110,     500,     280,     490,       0,       0,   16105,   16150,    1575,    1530,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1275,    -790,    -485,       0,    -360,    -130,     -60,    -125,       0,    -120,       0,       0,   -1100,   -1100,    -175,    -175,  100.0,   71.8,   33.6,    0.0,   39.1,   14.3,    0.6,    2.8,    1.6,    2.8,    0.0,    0.0,   91.1,   91.3,    8.9,    8.7,  100.0,   71.8,   33.6,    0.0,   39.1,   14.3,    0.6,    2.8,    1.6,    2.8,    0.0,    0.0,   91.1,   91.3,    8.9,    8.7,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    58.5,    67.4,    74.1,    85.8,    30.7,    38.1,    38.7,    43.3,    58.5,    67.4,    74.1,    85.8,    30.7,    38.1,    38.7,    43.3,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250128,2025-01-28,064DZS,NODX,01,064 ,   18955,   13490,    6420,       0,    7270,    2655,     170,     625,     280,     610,       0,       0,   17205,   17250,    1750,    1705,   18955,   13490,    6420,       0,    7270,    2655,     170,     625,     280,     610,       0,       0,   17205,   17250,    1750,    1705,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   71.2,   33.9,    0.0,   38.4,   14.0,    0.9,    3.3,    1.5,    3.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,   71.2,   33.9,    0.0,   38.4,   14.0,    0.9,    3.3,    1.5,    3.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.0,    67.6,    72.8,    85.7,    30.7,    37.7,    38.8,    44.0,    57.0,    67.6,    72.8,    85.7,    30.7,    37.7,    38.8,    44.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250121,2025-01-21,064DZS,NODX,01,064 ,   18955,   13490,    6420,       0,    7270,    2655,     170,     625,     280,     610,       0,       0,   17205,   17250,    1750,    1705,   18955,   13490,    6420,       0,    7270,    2655,     170,     625,     280,     610,       0,       0,   17205,   17250,    1750,    1705,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,  100.0,   71.2,   33.9,    0.0,   38.4,   14.0,    0.9,    3.3,    1.5,    3.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,   71.2,   33.9,    0.0,   38.4,   14.0,    0.9,    3.3,    1.5,    3.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.0,    67.6,    72.8,    85.7,    30.7,    37.7,    38.8,    44.0,    57.0,    67.6,    72.8,    85.7,    30.7,    37.7,    38.8,    44.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250114,2025-01-14,064DZS,NODX,01,064 ,   18955,   13490,    6420,       0,    7270,    2655,     170,     625,     280,     610,       0,       0,   17205,   17250,    1750,    1705,   18955,   13490,    6420,       0,    7270,    2655,     170,     625,     280,     610,       0,       0,   17205,   17250,    1750,    1705,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,      25,      85,      35,       0,      50,     -60,       0,       0,       0,       0,       0,       0,      25,      25,       0,       0,  100.0,   71.2,   33.9,    0.0,   38.4,   14.0,    0.9,    3.3,    1.5,    3.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,   71.2,   33.9,    0.0,   38.4,   14.0,    0.9,    3.3,    1.5,    3.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,     23,     11,      7,      0,      5,      4,.,.,.,.,      0,      0,     19,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.0,    67.6,    72.8,    85.7,    30.7,    37.7,    38.8,    44.0,    57.0,    67.6,    72.8,    85.7,    30.7,    37.7,    38.8,    44.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_on_dap - NODAL EXCHANGE",250107,2025-01-07,064DZS,NODX,01,064 ,   18930,   13405,    6385,       0,    7220,    2715,     170,     625,     280,     610,       0,       0,   17180,   17225,    1750,    1705,   18930,   13405,    6385,       0,    7220,    2715,     170,     625,     280,     610,       0,       0,   17180,   17225,    1750,    1705,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1342,    -895,    -510,      -5,    -395,     -60,     -20,    -270,       0,    -265,       0,       0,   -1245,   -1235,     -97,    -107,  100.0,   70.8,   33.7,    0.0,   38.1,   14.3,    0.9,    3.3,    1.5,    3.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,   70.8,   33.7,    0.0,   38.1,   14.3,    0.9,    3.3,    1.5,    3.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     22,     10,      7,      0,      5,      4,.,.,.,.,      0,      0,     18,     14,     22,     10,      7,      0,      5,      4,.,.,.,.,      0,      0,     18,     14,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    57.1,    67.6,    72.8,    85.7,    30.7,    37.8,    38.9,    43.7,    57.1,    67.6,    72.8,    85.7,    30.7,    37.8,    38.9,    43.7,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZS","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_off_dap - NODAL EXCHANGE",250311,2025-03-11,064DZT,NODX,01,064 ,   17395,   12130,    5920,       0,    5650,    2665,       0,    1155,     300,     570,       0,       0,   15665,   15690,    1730,    1705,   17395,   12130,    5920,       0,    5650,    2665,       0,    1155,     300,     570,       0,       0,   15665,   15690,    1730,    1705,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,     760,     360,       0,       0,       0,       0,       0,     560,       0,     200,       0,       0,     560,     560,     200,     200,  100.0,   69.7,   34.0,    0.0,   32.5,   15.3,    0.0,    6.6,    1.7,    3.3,    0.0,    0.0,   90.1,   90.2,    9.9,    9.8,  100.0,   69.7,   34.0,    0.0,   32.5,   15.3,    0.0,    6.6,    1.7,    3.3,    0.0,    0.0,   90.1,   90.2,    9.9,    9.8,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     11,      5,      0,      5,      5,      0,.,.,.,      0,      0,     19,     12,     21,     11,      5,      0,      5,      5,      0,.,.,.,      0,      0,     19,     12,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    54.3,    63.2,    73.2,    84.1,    26.3,    36.1,    36.6,    39.6,    54.3,    63.2,    73.2,    84.1,    26.3,    36.1,    36.6,    39.6,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZT","NODX","064 ","N16","FutOnly"
"PJM.DOM_month_off_dap - NODAL EXCHANGE",250304,2025-03-04,064DZT,NODX,01,064 ,   16635,   11770,    5920,       0,    5650,    2665,       0,     595,     300,     370,       0,       0,   15105,   15130,    1530,    1505,   16635,   11770,    5920,       0,    5650,    2665,       0,     595,     300,     370,       0,       0,   15105,   15130,    1530,    1505,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,       0,   -1120,    -730,    -430,       0,    -300,    -120,       0,    -120,      -5,    -120,       0,       0,    -975,    -975,    -145,    -145,  100.0,   70.8,   35.6,    0.0,   34.0,   16.0,    0.0,    3.6,    1.8,    2.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,   70.8,   35.6,    0.0,   34.0,   16.0,    0.0,    3.6,    1.8,    2.2,    0.0,    0.0,   90.8,   91.0,    9.2,    9.0,  100.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,    0.0,     21,     11,      5,      0,      5,      5,      0,.,.,.,      0,      0,     19,     12,     21,     11,      5,      0,      5,      5,      0,.,.,.,      0,      0,     19,     12,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,      0,    55.8,    66.1,    74.3,    85.0,    25.5,    34.4,    35.0,    38.0,    55.8,    66.1,    74.3,    85.0,    25.5,    34.4,    35.0,    38.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,     0.0,"Megawatt Hours (MWh)","064DZT","NODX","064 ","N16","FutOnly"
